月份,監測項目,監測站,測站編號,有效測定日數(日),測定時數(時),月平均值(ppm),一小時值超過35ppm之時數(時),一小時值超過35ppm之時數(%),連續8小時之平均值超過9ppm次數(次),日平均值超過10ppm日數(日),日平均值超過10ppm日數(%),一小時值之最高值(ppm),一小時值之最高值(發生日),一小時值之最高值(發生時),連續8小時平均值之最高值(ppm)
105年9月,二氧化氮,大直站,2533916A0007,30,680,12.18,0,0,48.9,2,19,21.65,2,79.03,
105年9月,二氧化氮,信義站,2534516A0004,30,612,7.86,0,0,30.1,3,0,15.16,2,84.07,
105年9月,二氧化氮,南港站,2534116A0005,30,658,13.85,0,0,41.5,2,21,31.77,2,78.4,
105年9月,二氧化氮,內湖站,2534216A0011,30,676,15.91,0,0,47.7,29,19,29.65,2,68.45,
105年9月,二氧化氮,木柵站,2534016A0012,27,574,10.9,0,0,47.4,1,16,20.13,2,69.23,
105年9月,二氧化氮,承德站,2534316T0025,30,670,24.97,0,0,67.9,29,19,49.99,1,42.25,
105年9月,二氧化氮,中北站,2533916T0022,30,671,26.47,0,0,73.5,2,12,46.21,1,38.18,
105年10月,二氧化氮,中正站,2533616A0015,31,700,14.31,0,0,52.6,21,19,27.75,26,77.2,
105年10月,二氧化氮,大直站,2533916A0007,31,666,11.38,0,0,43.2,10,19,26.92,10,79.1,
105年10月,二氧化氮,信義站,2534516A0004,31,602,6.86,0,0,28.6,10,17,14.85,25,82.7,
105年10月,二氧化氮,南港站,2534116A0005,31,608,12.66,0,0,46.1,25,22,26.68,26,75.7,
105年10月,二氧化氮,內湖站,2534216A0011,31,703,13.33,0,0,42.8,25,21,26.27,26,61.2,
105年10月,二氧化氮,木柵站,2534016A0012,30,676,11.51,0,0,53,25,18,22.67,27,68.9,
105年10月,二氧化氮,承德站,2534316T0025,31,708,23.31,0,0,65.5,27,10,39.47,10,40.3,
105年10月,二氧化氮,中北站,2533916T0022,31,701,26.06,0,0,75,27,10,42.59,26,37.2,
104年1月,非甲烷碳氫化合物,南港站,2534116A0005,670,0.28,0.28,30,0.65,26,0.07,30,16,53.3,10,33.3
104年1月,非甲烷碳氫化合物,承德站,2534316T0025,677,0.31,0.41,30,0.84,6,0.12,14,26,86.7,18,60
104年1月,非甲烷碳氫化合物,中北站,2533916T0022,692,0.46,0.51,31,1.04,5,0.19,1,29,93.5,29,93.5
104年2月,非甲烷碳氫化合物,南港站,2534116A0005,582,0.17,0.2,27,0.52,12,0.03,28,11,40.7,6,22.2
104年2月,非甲烷碳氫化合物,承德站,2534316T0025,630,0.34,0.44,28,1.13,26,0.1,22,20,71.4,18,64.3
104年2月,非甲烷碳氫化合物,中北站,2533916T0022,616,0.43,0.45,27,0.91,16,0.18,19,26,96.3,22,81.5
104年3月,非甲烷碳氫化合物,南港站,2534116A0005,693,0.15,0.18,31,0.46,30,0.03,1,11,35.5,7,22.6
104年3月,非甲烷碳氫化合物,承德站,2534316T0025,697,0.33,0.42,31,0.84,19,0.15,22,29,93.5,22,71
104年3月,非甲烷碳氫化合物,中北站,2533916T0022,710,0.47,0.52,31,0.91,17,0.2,22,31,100,28,90.3
104年4月,非甲烷碳氫化合物,南港站,2534116A0005,644,0.22,0.3,29,0.58,10,0,1,22,75.9,14,48.3
104年4月,非甲烷碳氫化合物,承德站,2534316T0025,658,0.33,0.42,30,0.74,2,0.19,25,29,96.7,23,76.7
104年4月,非甲烷碳氫化合物,中北站,2533916T0022,681,0.45,0.52,30,0.85,1,0.27,26,30,100,28,93.3
104年5月,非甲烷碳氫化合物,南港站,2534116A0005,654,0.21,0.24,30,0.54,6,0.03,18,17,56.7,8,26.7
104年5月,非甲烷碳氫化合物,承德站,2534316T0025,628,0.41,0.52,31,2.11,6,0.1,23,27,87.1,21,67.7
104年5月,非甲烷碳氫化合物,中北站,2533916T0022,696,0.53,0.59,31,0.93,7,0.21,31,31,100,30,96.8
104年6月,非甲烷碳氫化合物,南港站,2534116A0005,640,0.22,0.25,27,0.45,25,0.1,6,20,74.1,5,18.5
104年6月,非甲烷碳氫化合物,承德站,2534316T0025,674,0.85,0.56,30,1.12,24,0.29,20,30,100,29,96.7
104年6月,非甲烷碳氫化合物,中北站,2533916T0022,658,0.43,0.49,29,0.93,1,0.21,28,29,100,26,89.7
104年7月,非甲烷碳氫化合物,南港站,2534116A0005,686,0.25,0.27,30,0.41,8,0.1,6,25,83.3,12,40
104年7月,非甲烷碳氫化合物,承德站,2534316T0025,685,0.32,0.37,30,0.63,23,0.02,10,28,93.3,20,66.7
104年7月,非甲烷碳氫化合物,中北站,2533916T0022,704,0.44,0.46,31,0.75,29,0.04,10,28,90.3,27,87.1
104年8月,非甲烷碳氫化合物,南港站,2534116A0005,633,0.46,0.48,28,2.3,26,0.1,21,21,75,14,50
104年8月,非甲烷碳氫化合物,承德站,2534316T0025,679,0.4,0.48,30,0.82,19,0.15,8,28,93.3,23,76.7
104年8月,非甲烷碳氫化合物,中北站,2533916T0022,681,0.56,0.84,29,9,2,0.03,8,28,96.6,27,93.1
104年9月,非甲烷碳氫化合物,南港站,2534116A0005,531,0.32,0.35,23,0.56,5,0.16,28,21,91.3,13,56.5
104年9月,非甲烷碳氫化合物,承德站,2534316T0025,641,0.38,0.48,29,0.96,30,0.06,28,25,86.2,24,82.8
104年9月,非甲烷碳氫化合物,中北站,2533916T0022,577,0.49,0.53,27,0.92,3,0,14,24,88.9,21,77.8
104年10月,非甲烷碳氫化合物,南港站,2534116A0005,695,0.17,0.2,31,0.52,1,0.06,25,15,48.4,7,22.6
104年10月,非甲烷碳氫化合物,承德站,2534316T0025,673,0.3,0.39,29,0.87,23,0.14,18,24,82.8,18,62.1
104年10月,非甲烷碳氫化合物,中北站,2533916T0022,676,0.32,0.36,31,0.82,1,0.11,25,27,87.1,19,61.3
104年11月,非甲烷碳氫化合物,南港站,2534116A0005,619,0.21,0.24,26,0.48,18,0.12,24,14,53.8,7,26.9
104年11月,非甲烷碳氫化合物,承德站,2534316T0025,619,0.34,0.43,29,1.04,5,0.08,22,26,89.7,19,65.5
104年11月,非甲烷碳氫化合物,中北站,2533916T0022,606,0.24,0.27,28,0.51,5,0,20,21,75,13,46.4
104年12月,非甲烷碳氫化合物,南港站,2534116A0005,613,0.15,0.16,27,0.39,24,0.04,9,7,25.9,5,18.5
104年12月,非甲烷碳氫化合物,承德站,2534316T0025,668,0.55,0.62,30,1.2,22,0.35,5,30,100,30,100
104年12月,非甲烷碳氫化合物,中北站,2533916T0022,616,0.36,0.44,27,0.78,11,0.09,13,24,88.9,18,66.7
105年1月,非甲烷碳氫化合物,南港站,2534116A0005,630,0.18,0.2,29,0.56,3,0.06,23,7,24.1,5,17.2
105年1月,非甲烷碳氫化合物,承德站,2534316T0025,637,0.58,0.86,30,6.17,29,0.26,31,30,100,28,93.3
105年1月,非甲烷碳氫化合物,中北站,2533916T0022,650,0.2,0.22,30,0.43,4,0.04,31,16,53.3,6,20
105年2月,非甲烷碳氫化合物,南港站,2534116A0005,639,0.16,0.22,27,0.59,22,0.07,29,14,51.9,6,22.2
105年2月,非甲烷碳氫化合物,承德站,2534316T0025,657,0.57,0.62,29,3.95,6,0.14,29,27,93.1,22,75.9
105年2月,非甲烷碳氫化合物,中北站,2533916T0022,658,0.11,0.12,29,0.26,28,0.05,11,2,6.9,0,0
105年3月,非甲烷碳氫化合物,南港站,2534116A0005,700,0.24,0.25,30,0.56,18,0.08,14,16,53.3,10,33.3
105年3月,非甲烷碳氫化合物,承德站,2534316T0025,625,0.5,0.42,29,0.88,18,0.11,20,28,96.6,23,79.3
105年3月,非甲烷碳氫化合物,中北站,2533916T0022,607,0.13,0.14,26,0.39,21,0.05,6,2,7.7,2,7.7
105年4月,非甲烷碳氫化合物,南港站,2534116A0005,594,0.31,0.35,26,0.66,20,0.18,11,25,96.2,15,57.7
105年4月,非甲烷碳氫化合物,承德站,2534316T0025,670,1.28,0.99,27,5.2,16,0.05,22,25,92.6,24,88.9
105年4月,非甲烷碳氫化合物,中北站,2533916T0022,141,0.12,0.16,4,0.23,3,0.1,1,1,25,0,0
105年5月,非甲烷碳氫化合物,南港站,2534116A0005,630,0.251,0.3,27,0.47,2,0.16,14,24,88.9,11,40.7
105年5月,非甲烷碳氫化合物,承德站,2534316T0025,682,0.55,0.77,30,6.88,12,0.03,25,26,86.7,26,86.7
105年5月,非甲烷碳氫化合物,中北站,2533916T0022,611,0.756,0.75,30,1.35,21,0.05,2,25,83.3,25,83.3
105年6月,非甲烷碳氫化合物,南港站,2534116A0005,642,0.24,0.28,30,0.5,15,0.15,27,28,93.3,13,43.3
105年6月,非甲烷碳氫化合物,承德站,2534316T0025,658,0.41,0.37,29,1.8,30,0.11,18,23,79.3,15,51.7
105年6月,非甲烷碳氫化合物,中北站,533916T0022,614,0.94,0.95,28,1.4,6,0.52,18,28,100,28,100
105年7月,非甲烷碳氫化合物,南港站,2534116A0005,697,0.18,0.22,31,0.5,19,0.02,8,21,67.7,7,22.6
105年7月,非甲烷碳氫化合物,承德站,2534316T0025,705,0.39,0.38,31,0.8,30,0.04,8,25,80.7,19,61.3
105年7月,非甲烷碳氫化合物,中北站,2533916T0022,648,0.83,0.88,29,1.1,11,0.52,8,29,100,29,100
105年8月,非甲烷碳氫化合物,南港站,2534116A0005,656,0.22,0.26,29,0.62,5,0.11,22,21,72.41,9,31.03
105年8月,非甲烷碳氫化合物,承德站,2534316T0025,658,0.66,0.75,29,1.24,1,0.17,2,28,96.55,28,96.55
105年8月,非甲烷碳氫化合物,中北站,2533916T0022,658,0.71,0.8,30,1.35,19,0.39,9,30,100,30,100
105年9月,非甲烷碳氫化合物,南港站,2534116A0005,631,0.15,0.18,28,0.29,29,0.06,27,12,42.9,0,0
105年9月,非甲烷碳氫化合物,承德站,2534316T0025,639,1.61,1.3,29,10.02,5,0.06,28,28,96.6,24,82.8
105年9月,非甲烷碳氫化合物,中北站,2533916T0022,658,0.65,0.7,30,1.09,29,0.24,14,30,100,29,96.7
105年10月,非甲烷碳氫化合物,南港站,2534116A0005,654,0.12,0.14,28,0.31,11,0.05,10,6,21.4,2,7.1
105年10月,非甲烷碳氫化合物,承德站,2534316T0025,700,0.44,0.58,31,4.88,23,0.1,16,28,90.3,25,80.7
105年10月,非甲烷碳氫化合物,中北站,2533916T0022,703,0.52,0.58,31,1.1,11,0.18,30,30,96.8,28,90.3
104年1月,臭氧,中正站,2533616A0015,31,709,29.01,0,0,0,0,61.9,12,4,44.35,
104年1月,臭氧,大直站,2533916A0007,31,701,31.4,0,0,0,0,62.62,22,17,44.38,
104年1月,臭氧,信義站,2534516A0004,31,710,31.12,0,0,0,0,65.1,22,15,45.15,
104年1月,臭氧,南港站,2534116A0005,31,708,29.01,0,0,0,0,67.83,22,16,45.58,
104年1月,臭氧,內湖站,2534216A0011,31,704,22.7,0,0,0,0,53.71,12,4,38.33,
104年1月,臭氧,木柵站,2534016A0012,27,668,34.99,0,0,6,0.9,74.55,22,14,51.2,
104年1月,臭氧,承德站,2534316T0025,29,690,22.61,0,0,0,0,62.71,12,2,38.33,
104年1月,臭氧,中北站,2533916T0022,31,707,17.08,0,0,0,0,52.1,12,4,32.42,
104年2月,臭氧,中正站,2533616A0015,28,637,28.68,0,0,8,1.3,73.9,17,12,47.31,
104年2月,臭氧,大直站,2533916A0007,28,609,31.57,0,0,10,1.6,73.35,19,4,47.62,
104年2月,臭氧,信義站,2534516A0004,28,638,31.13,0,0,12,1.9,67.1,13,14,47.41,
104年2月,臭氧,南港站,2534116A0005,28,635,28.97,0,0,4,0.6,65.45,19,3,46.64,
104年2月,臭氧,內湖站,2534216A0011,26,602,23.22,0,0,0,0,60.27,19,4,40.08,
104年2月,臭氧,木柵站,2534016A0012,27,631,34.65,0,0,53,8.4,79.61,15,12,54.66,
104年2月,臭氧,承德站,2534316T0025,28,641,23.72,0,0,0,0,68.55,19,3,40.67,
104年2月,臭氧,中北站,2533916T0022,28,643,19.35,0,0,0,0,61.6,19,4,34.24,
104年3月,臭氧,中正站,2533616A0015,31,705,28.74,0,0,20,2.8,98.3,30,13,54.22,
104年3月,臭氧,大直站,2533916A0007,30,670,32.97,0,0,23,3.4,84.48,31,12,53.51,
104年3月,臭氧,信義站,2534516A0004,31,708,32.32,0,0,23,3.2,100.3,31,12,55.55,
104年3月,臭氧,南港站,2534116A0005,31,702,28.99,0,0,17,2.4,101.5,31,12,52.68,
104年3月,臭氧,內湖站,2534216A0011,31,700,25.37,0,0,8,1.1,88.9,31,12,49.3,
104年3月,臭氧,木柵站,2534016A0012,31,694,33.42,0,0,38,5.5,115.52,30,13,64.39,
104年3月,臭氧,承德站,2534316T0025,31,710,22.93,0,0,4,0.6,74.22,31,12,45.82,
104年3月,臭氧,中北站,2533916T0022,31,710,15.02,0,0,0,0,61.1,23,4,36.8,
104年4月,臭氧,中正站,2533616A0015,30,682,32.59,0,0,40,5.9,109.9,2,11,63.44,
104年4月,臭氧,大直站,2533916A0007,30,677,34.36,0,0,13,1.9,98.73,2,12,58.13,
104年4月,臭氧,信義站,2534516A0004,30,682,34.14,1,0.1,48,7,123.6,2,12,64.91,
104年4月,臭氧,南港站,2534116A0005,30,682,30.48,0,0,29,4.3,103.56,3,12,61.07,
104年4月,臭氧,內湖站,2534216A0011,29,674,27.21,0,0,5,0.7,102.5,2,12,57.15,
104年4月,臭氧,木柵站,2534016A0012,29,657,35.9,1,0.2,78,11.9,125.99,3,13,71.43,
104年4月,臭氧,承德站,2534316T0025,30,673,24.43,0,0,6,0.9,81.63,2,11,53.24,
104年4月,臭氧,中北站,2533916T0022,30,687,19.17,0,0,0,0,64.4,5,14,43.47,
104年5月,臭氧,中正站,2533616A0015,29,690,25.9,0,0,14,2,99.4,14,10,56.32,
104年5月,臭氧,大直站,2533916A0007,30,685,26.57,0,0,5,0.7,83.6,13,12,49.73,
104年5月,臭氧,信義站,2534516A0004,29,677,26.28,0,0,15,2.2,102.6,13,13,55.65,
104年5月,臭氧,南港站,2534116A0005,29,673,23.04,0,0,8,1.2,90.2,13,13,47.02,
104年5月,臭氧,內湖站,2534216A0011,31,734,21.02,0,0,4,0.5,83.3,13,15,49.35,
104年5月,臭氧,木柵站,2534016A0012,29,678,27.85,1,0.1,22,3.2,131.82,13,13,61.08,
104年5月,臭氧,承德站,2534316T0025,30,678,20.68,0,0,2,0.3,86,2,13,44.79,
104年5月,臭氧,中北站,2533916T0022,31,710,13.85,0,0,0,0,59.5,14,10,35.23,
104年6月,臭氧,中正站,2533616A0015,30,687,25.01,0,0,4,0.6,88.9,14,10,63.43,
104年6月,臭氧,大直站,2533916A0007,27,616,22.07,0,0,0,0,71.4,2,11,50.71,
104年6月,臭氧,信義站,2534516A0004,26,604,24.34,0,0,3,0.5,93.6,10,11,57.66,
104年6月,臭氧,南港站,2534116A0005,27,651,23.67,0,0,3,0.5,96.64,25,11,57.57,
104年6月,臭氧,內湖站,2534216A0011,30,685,22.34,0,0,0,0,96.29,25,11,58.12,
104年6月,臭氧,木柵站,2534016A0012,30,682,26.15,1,0.1,18,2.6,124.5,10,11,71.06,
104年6月,臭氧,承德站,2534316T0025,30,675,17.73,0,0,0,0,107.4,25,11,39.53,
104年6月,臭氧,中北站,2533916T0022,30,688,15.9,0,0,0,0,58.8,14,10,41.45,
104年7月,臭氧,中正站,2533616A0015,31,706,26.39,2,0.3,20,2.8,134.3,22,12,66.03,
104年7月,臭氧,大直站,2533916A0007,31,691,24.91,0,0,11,1.6,110.9,22,12,58.64,
104年7月,臭氧,信義站,2534516A0004,31,707,25.57,0,0,10,1.4,109.7,31,12,61.6,
104年7月,臭氧,南港站,2534116A0005,27,642,24.48,1,0.2,8,1.2,123.5,31,12,57.39,
104年7月,臭氧,內湖站,2534216A0011,30,710,22.1,1,0.1,8,1.1,122.8,31,12,60.94,
104年7月,臭氧,木柵站,2534016A0012,31,703,27.95,1,0.1,32,4.6,129.2,17,11,71.51,
104年7月,臭氧,承德站,2534316T0025,29,678,22.88,0,0,0,0,106.5,22,12,51.65,
104年7月,臭氧,中北站,2533916T0022,31,708,16.83,0,0,0,0,79.8,22,12,45.09,
104年8月,臭氧,中正站,2533616A0015,30,694,20.35,0,0,15,2.2,105.6,3,11,48.91,
104年8月,臭氧,大直站,2533916A0007,26,638,20.88,0,0,2,0.3,98.8,11,12,42.22,
104年8月,臭氧,信義站,2534516A0004,27,602,19.58,0,0,13,2.2,109.5,10,12,44.98,
104年8月,臭氧,南港站,2534116A0005,27,650,20.27,0,0,9,1.4,89.6,4,12,45.75,
104年8月,臭氧,內湖站,2534216A0011,29,682,20.84,0,0,10,1.5,106.7,24,6,52.91,
104年8月,臭氧,木柵站,2534016A0012,30,687,22.58,2,0.3,38,5.5,137.7,4,13,59.19,
104年8月,臭氧,承德站,2534316T0025,29,685,26.56,0,0,0,0,110.3,10,15,46.43,
104年8月,臭氧,中北站,2533916T0022,29,681,12.98,0,0,0,0,65.4,11,12,31.57,
104年9月,臭氧,中正站,2533616A0015,27,638,34.16,0,0,20,3.1,94,23,11,60.37,
104年9月,臭氧,大直站,2533916A0007,29,660,31.04,0,0,4,0.6,94.7,22,12,52.06,
104年9月,臭氧,信義站,2534516A0004,27,639,24.85,0,0,0,0,85.8,22,12,43.43,
104年9月,臭氧,南港站,2534116A0005,22,547,34.91,0,0,32,5.9,112.6,23,11,60.89,
104年9月,臭氧,內湖站,2534216A0011,26,659,12.97,0,0,0,0,57.2,22,11,26.2,
104年9月,臭氧,木柵站,2534016A0012,28,664,32.34,2,0.3,22,3.3,133.4,22,12,66.22,
104年9月,臭氧,承德站,2534316T0025,28,650,25.61,0,0,1,0.2,88.1,1,12,45.45,
104年9月,臭氧,中北站,2533916T0022,30,668,20.03,0,0,0,0,73.7,22,12,40.16,
104年10月,臭氧,中正站,2533616A0015,31,696,34.17,1,0.1,39,5.6,126.3,29,13,53.09,
104年10月,臭氧,大直站,2533916A0007,28,662,35.72,0,0,25,3.8,116.1,29,13,50.32,
104年10月,臭氧,信義站,2534516A0004,30,679,44.44,0,0,140,20.6,113.9,12,23,60.9,
104年10月,臭氧,南港站,2534116A0005,30,688,35.7,0,0,30,4.4,86.4,29,12,51.88,
104年10月,臭氧,內湖站,2534216A0011,30,717,18.27,0,0,0,0,63.9,13,1,34.29,
104年10月,臭氧,木柵站,2534016A0012,29,685,32.62,1,0.1,35,5.1,121.3,29,14,48.61,
104年10月,臭氧,承德站,2534316T0025,28,674,25.81,0,0,12,1.8,98.8,29,13,43.23,
104年10月,臭氧,中北站,2533916T0022,31,697,23.38,0,0,10,1.4,119,29,13,46.14,
104年11月,臭氧,中正站,2533616A0015,30,668,28.37,0,0,14,2.1,116.5,7,12,49.8,
104年11月,臭氧,大直站,2533916A0007,28,649,31.59,0,0,24,3.7,109.3,7,12,49.53,
104年11月,臭氧,信義站,2534516A0004,30,680,26.44,0,0,20,2.9,104.4,7,11,44.46,
104年11月,臭氧,南港站,2534116A0005,25,623,28.11,0,0,13,2.1,100.5,7,11,47.17,
104年11月,臭氧,內湖站,2534216A0011,27,673,14.93,0,0,0,0,50.7,7,11,28.65,
104年11月,臭氧,木柵站,2534016A0012,29,670,21.41,0,0,10,1.5,118.4,8,11,40.01,
104年11月,臭氧,承德站,2534316T0025,26,636,23.22,0,0,4,0.6,83.8,7,11,42.47,
104年11月,臭氧,中北站,2533916T0022,30,683,20.24,0,0,7,1,96.8,7,11,44.78,
104年12月,臭氧,中正站,2533616A0015,29,662,25.24,0,0,0,0,77.7,23,13,39.34,
104年12月,臭氧,大直站,2533916A0007,31,696,28.62,0,0,0,0,52.9,31,20,40.21,
104年12月,臭氧,信義站,2534516A0004,31,706,27.42,0,0,0,0,59.4,23,12,39.19,
104年12月,臭氧,南港站,2534116A0005,25,619,25.24,0,0,0,0,74.2,15,16,38.12,
104年12月,臭氧,內湖站,2534216A0011,30,720,17.33,0,0,0,0,41.7,28,4,30.52,
104年12月,臭氧,木柵站,2534016A0012,31,709,25.83,0,0,0,0,72.7,23,13,38.8,
104年12月,臭氧,承德站,2534316T0025,29,668,19.89,0,0,0,0,47.4,28,4,33.21,
104年12月,臭氧,中北站,2533916T0022,31,720,17.22,0,0,0,0,50.3,28,3,35.84,
105年1月,臭氧,中正站,2533616A0015,30,654,20.61,0,0,0,0,52.6,19,4,35.2,
105年1月,臭氧,大直站,2533916A0007,31,653,24.39,0,0,0,0,54.1,19,4,36.22,
105年1月,臭氧,信義站,2534516A0004,31,662,22.59,0,0,0,0,47.7,19,4,33.96,
105年1月,臭氧,南港站,2534116A0005,28,626,22.72,0,0,0,0,48.8,1,0,36.78,
105年1月,臭氧,內湖站,2534216A0011,31,696,16.43,0,0,0,0,40,14,1,28.05,
105年1月,臭氧,木柵站,2534016A0012,31,666,23.11,0,0,0,0,51.9,19,4,35.83,
105年1月,臭氧,承德站,2534316T0025,30,642,15.1,0,0,0,0,46.2,19,3,28.68,
105年1月,臭氧,中北站,2533916T0022,31,664,14.65,0,0,0,0,51.1,19,4,30.4,
105年2月,臭氧,中正站,2533616A0015,29,663,27.6,0,0,0,0,65.9,6,1,45.46,
105年2月,臭氧,大直站,2533916A0007,29,664,30.98,0,0,5,0.8,69.2,6,13,46.02,
105年2月,臭氧,信義站,2534516A0004,29,666,26.31,0,0,0,0,58.1,6,14,39.4,
105年2月,臭氧,南港站,2534116A0005,27,640,29.37,0,0,7,1.1,71.4,6,14,46.21,
105年2月,臭氧,內湖站,2534216A0011,28,674,20.14,0,0,0,0,54.1,6,1,33.92,
105年2月,臭氧,木柵站,2534016A0012,24,567,28.99,0,0,0,0,63.3,6,0,45.96,
105年2月,臭氧,承德站,2534316T0025,29,667,21.65,0,0,0,0,61.6,6,14,40.16,
105年2月,臭氧,中北站,2533916T0022,29,670,19.35,0,0,0,0,72,6,1,42.08,
105年3月,臭氧,中正站,2533616A0015,28,614,26.08,0,0,3,0.5,85.1,3,12,48.44,
105年3月,臭氧,大直站,2533916A0007,28,622,29.86,0,0,19,3.1,75.7,29,12,48.7,
105年3月,臭氧,信義站,2534516A0004,31,663,23.64,0,0,0,0,76.5,3,14,41.82,
105年3月,臭氧,南港站,2534116A0005,30,654,29.74,0,0,30,4.6,95.9,17,14,58.96,
105年3月,臭氧,內湖站,2534216A0011,29,678,18.02,0,0,0,0,57.8,3,14,35.96,
105年3月,臭氧,木柵站,2534016A0012,29,638,28.78,0,0,19,3,84.7,29,13,49.18,
105年3月,臭氧,承德站,2534316T0025,27,628,20.98,0,0,0,0,65.7,29,12,38.72,
105年3月,臭氧,中北站,2533916T0022,31,668,20.2,0,0,3,0.4,70.8,28,13,44.18,
105年4月,臭氧,中正站,2533616A0015,30,652,29.07,0,0,50,7.7,109.7,29,13,66.22,
105年4月,臭氧,大直站,2533916A0007,30,687,32.7,0,0,56,8.2,96.5,7,12,62.98,
105年4月,臭氧,信義站,2534516A0004,25,430,24.48,0,0,13,3,104.7,6,13,49.9,
105年4月,臭氧,南港站,2534116A0005,27,587,25.02,0,0,15,2.6,92.8,6,13,55.21,
105年4月,臭氧,內湖站,2534216A0011,30,679,19.55,0,0,8,1.2,67.5,6,13,42.59,
105年4月,臭氧,木柵站,2534016A0012,30,688,28.37,1,0.1,42,6.1,120.6,6,14,66.85,
105年4月,臭氧,承德站,2534316T0025,30,684,19.54,0,0,5,0.7,75.3,2,13,45.38,
105年4月,臭氧,中北站,2533916T0022,25,522,24.71,0,0,21,4,104.8,29,13,57.47,
105年5月,臭氧,中正站,2533616A0015,31,703,30.03,4,0.6,27,3.8,144.2,26,12,64.38,
105年5月,臭氧,大直站,2533916A0007,31,669,30.92,0,0,24,3.6,111.8,26,12,56.29,
105年5月,臭氧,信義站,2534516A0004,31,683,20.73,0,0,0,0,79.9,27,12,41.81,
105年5月,臭氧,南港站,2534116A0005,31,626,26.65,0,0,4,0.6,109.5,28,13,53.22,
105年5月,臭氧,內湖站,2534216A0011,31,701,19.92,0,0,0,0,68.7,1,15,40.76,
105年5月,臭氧,木柵站,2534016A0012,31,709,27.17,2,0.3,18,2.5,153.7,26,13,63.93,
105年5月,臭氧,承德站,2534316T0025,31,693,21.07,0,0,0,0,72.3,26,12,41.77,
105年5月,臭氧,中北站,2533916T0022,31,701,19.58,0,0,5,0.7,100.9,26,12,49.99,
105年6月,臭氧,中正站,2533616A0015,30,652,24,1,0.2,20,3.1,120,7,12,62.16,
105年6月,臭氧,大直站,2533916A0007,30,686,24.33,0,0,8,1.2,98.2,7,12,60.64,
105年6月,臭氧,信義站,2534516A0004,30,681,18.49,0,0,0,0,95.3,30,14,52.24,
105年6月,臭氧,南港站,2534116A0005,30,646,23.42,0,0,17,2.6,102.6,30,14,61.45,
105年6月,臭氧,內湖站,2534216A0011,30,683,16.76,0,0,0,0,78.7,7,12,41.79,
105年6月,臭氧,木柵站,2534016A0012,30,673,19.74,0,0,15,2.2,113,28,12,60.87,
105年6月,臭氧,承德站,2534316T0025,30,686,17.55,0,0,0,0,61.5,27,13,41.02,
105年6月,臭氧,中北站,2533916T0022,29,630,13.15,0,0,0,0,76.8,7,12,40.9,
105年7月,臭氧,中正站,2533616A0015,31,654,27.73,0,0,40,6.1,119.2,24,11,68.26,
105年7月,臭氧,大直站,2533916A0007,31,709,26.76,0,0,31,4.4,108.6,28,12,63.52,
105年7月,臭氧,信義站,2534516A0004,31,708,20.92,0,0,11,1.6,99.4,28,12,53.59,
105年7月,臭氧,南港站,2534116A0005,31,703,25.88,0,0,33,4.7,115.6,19,12,65.41,
105年7月,臭氧,內湖站,2534216A0011,31,709,20.34,0,0,0,0,90.2,28,12,45.87,
105年7月,臭氧,木柵站,2534016A0012,31,697,22.81,0,0,28,4,112.9,28,13,63.5,
105年7月,臭氧,承德站,2534316T0025,31,710,18.88,0,0,0,0,77.1,28,11,42.76,
105年7月,臭氧,中北站,2533916T0022,31,651,15.1,0,0,0,0,87.9,24,11,42.63,
105年8月,臭氧,中正站,2533616A0015,31,685,29.96,3,0.4,44,6.4,151.3,31,12,60.65,
105年8月,臭氧,大直站,2533916A0007,31,708,30.27,3,0.4,32,4.5,136.2,31,12,55.4,
105年8月,臭氧,信義站,2534516A0004,31,683,22.87,0,0,3,0.4,84.4,20,12,48.21,
105年8月,臭氧,南港站,2534116A0005,31,687,26.57,2,0.3,39,5.7,152.5,31,12,56.86,
105年8月,臭氧,內湖站,2534216A0011,31,679,22.2,0,0,8,1.2,109.5,31,12,40.33,
105年8月,臭氧,木柵站,2534016A0012,31,684,23.86,3,0.4,23,3.4,145.4,31,13.60.81,,
105年8月,臭氧,承德站,2534316T0025,31,701,20.21,0,0,2,0.3,94.5,31,11,35.54,
105年8月,臭氧,中北站,2533916T0022,31,677,16.77,0,0,6,0.9,104.9,31,12,38.54,
105年9月,臭氧,中正站,2533616A0015,30,649,25.89,0,0,11,1.7,108.1,1,13,47.72,
105年9月,臭氧,大直站,2533916A0007,30,684,27.05,0,0,10,1.5,101.5,1,12,46.64,
105年9月,臭氧,信義站,2534516A0004,30,677,21.13,0,0,6,0.9,92.8,1,13,38.36,
105年9月,臭氧,南港站,2534116A0005,30,663,24.54,0,0,6,0.9,116.2,1,12,45.56,
105年9月,臭氧,內湖站,2534216A0011,30,681,23.07,0,0,6,0.9,102.5,1,12,41.9,
105年9月,臭氧,木柵站,2534016A0012,27,531,18.46,0,0,7,1.3,111.6,1,13,36.26,
105年9月,臭氧,承德站,2534316T0025,30,672,17.54,0,0,0,0,76,1,12,32.22,
105年9月,臭氧,中北站,2533916T0022,30,678,14.17,0,0,0,0,72.7,1,13,31.12,
105年10月,臭氧,中正站,2533616A0015,31,692,24.7,2,0.3,21,3,130.8,26,13,48.06,
105年10月,臭氧,大直站,2533916A0007,31,708,27.49,0,0,20,2.8,114.6,26,13,45.06,
